ID,Name,Description,Concepticon_ID,glosses,count_datasets,count_variables
93,DRAW MILK,"To draw milk from (a mammal, especially a cow).",93,"{""english"": [""draw milk"", ""milk"", ""milk (cows, goats) (v)"", ""milk (cows, goats) (v.)"", ""milk (vb)"", ""milk (vb.)"", ""milk a cow"", ""squeeze (for milk)"", ""squeeze, milk"", ""to milk""], ""chinese"": [""\u6324(~\u5976)"", ""\u6324(\u5976)"", ""\u6324\uff08\u5976\uff09""], ""german"": [""melken""], ""russian"": [""\u0434\u043e\u0438\u0442\u044c""], ""french"": [""traire"", ""traire (vaches, ch\u00e8vres)""], ""portuguese"": [""ordenhar""], ""spanish"": [""orde\u00f1ar""]}",24,155
933,WALL (OF HOUSE),The outer structure which encloses a building.,933,"{""english"": [""the wall"", ""wall"", ""wall (earthen, cob wall)"", ""wall (house)"", ""wall (of house)"", ""wall of house""], ""chinese"": [""\u5899"", ""\u5899\u58c1"", ""\u5899\u58c1 (\u5899/\u58c1)"", ""\u58bb""], ""french"": [""le mur"", ""mur"", ""m\u00fbr""], ""portuguese"": [""parede""], ""russian"": [""\u0441\u0442\u0435\u043d\u0430""], ""spanish"": [""muro"", ""pared"", ""pared, muro""], ""german"": [""wand""]}",48,300
938,MARE,An adult female horse.,938,"{""english"": [""mare"", ""mare (female horse)"", ""the mare""], ""chinese"": [""\u6bcd\u99ac"", ""\u6bcd\u9a6c""], ""french"": [""jument""], ""portuguese"": [""\u00e9gua""], ""russian"": [""\u043a\u043e\u0431\u044b\u043b\u0430""], ""spanish"": [""yegua""]}",44,281
945,SPEAR,"a long, stabbing weapon for thrusting or throwing, consisting of a wooden shaft to which a sharp-pointed head, as of iron or steel, is attached.",945,"{""english"": [""$spear"", ""**spear"", ""lance (spear) (n)"", ""lance (spear) (n.)"", ""lance, spear"", ""spear"", ""spear "", ""spear (n)"", ""spear (n.)"", ""spear (sb.)"", ""spear (war)"", ""spear*"", ""the spear"", ""war spear""], ""chinese"": [""\u77db""], ""russian"": [""\u043a\u043e\u043f\u044c\u0435""], ""french"": [""lance"", ""lance (javelot)"", ""\u00e9pieu, lance""], ""german"": [""lanze"", ""speer"", ""spie\u00dfs, lanze""], ""portuguese"": [""lan\u00e7a""], ""spanish"": [""lanza""]}",52,295
948,WATER,"Common liquid (H₂O) which forms rain, rivers, the sea, etc., and which makes up a large part of the bodies of organisms.",948,"{""english"": [""*water"", ""the water"", ""the water (one mouth of water)"", ""water"", ""water "", ""water (1)"", ""water (2)"", ""water (fresh water)"", ""water (fresh)"", ""water (n)"", ""water (n.)"", ""water(fresh)"", ""water*"", ""water+""], ""french"": [""eau"", ""l\u2019eau""], ""chinese"": [""\u4e00\u53e3\u6c34"", ""\u6c34"", ""\u6c34*""], ""german"": [""wassaer"", ""wasser"", ""wa\u00df\u00dfer""], ""russian"": [""\u0432\u043e\u0434\u0430"", ""\u0432\u043e\u0434\u0430 (\u0432\u043e\u0434\u044b)""], ""spanish"": [""agua""], ""portuguese"": [""\u00e1gua""]}",72,409
950,SEAGULL,A seabird of the genus Larus or of the family Laridae.,950,"{""english"": [""gull"", ""seagull"", ""the seagull""], ""french"": [""mouette""], ""portuguese"": [""gaivota""], ""russian"": [""\u0447\u0430\u0439\u043a\u0430""], ""spanish"": [""gaviota""], ""german"": [""m\u00f6we""]}",38,197
956,FLEE,Leaving a dangerous or unpleasant situation.,956,"{""english"": [""flee"", ""to flee"", ""to flee, to escape"", ""to flee/run (away)""], ""chinese"": [""\u9003"", ""\u9003\u8dd1""], ""german"": [""fliehen""], ""russian"": [""\u0431\u0435\u0436\u0430\u0442\u044c"", ""\u0431\u0435\u0436\u0430\u0442\u044c, \u0441\u043f\u0430\u0441\u0430\u0442\u044c\u0441\u044f \u0431\u0435\u0433\u0441\u0442\u0432\u043e\u043c"", ""\u0443\u0431\u0435\u0433\u0430\u0442\u044c""], ""french"": [""fuir"", ""s'enfuir""], ""portuguese"": [""escapar, fugir""], ""spanish"": [""huir""]}",43,235
958,WILD ANIMAL,A non-domesticated animal living independently of man.,958,"{""english"": [""animal / beast (carnivore)"", ""beast"", ""wild animal""], ""chinese"": [""\u91ce\u517d"", ""\u91ce\u751f\u52a8\u7269""], ""russian"": [""\u0437\u0432\u0435\u0440\u044c"", ""\u0437\u0432\u0463\u0440\u044c""], ""german"": [""thier""], ""french"": [""animal"", ""b\u00eate""], ""spanish"": [""bestia"", ""fiera""]}",46,289
974,TOBACCO,"Leaves of certain varieties of the tobacco plant, cultivated and harvested to make cigarettes, cigars, snuff, for smoking in pipes or for chewing.",974,"{""english"": [""tabacco"", ""the tobacco"", ""tobacco"", ""tobacco, (smoke)"", ""tobacco2""], ""chinese"": [""\u70df(\u62bd\u70df)"", ""\u70df(\u70df\u8349)"", ""\u70df/\u70df\u8349"", ""\u70df\u8349""], ""french"": [""tabac""], ""portuguese"": [""fumo / tabaco"", ""tabaco""], ""russian"": [""\u0442\u0430\u0431\u0430\u043a""], ""spanish"": [""tabaco"", ""tobaco""], ""german"": [""tabak""]}",48,297
98,ALL,The totality of.,98,"{""french"": [""chaque, tous"", ""tous"", ""tout"", ""tout, tous"", ""tout, toutes choses""], ""english"": [""*all"", ""all"", ""all "", ""all (adjective, plural neuter)"", ""all (as in \u2018all of the stones\u2019)"", ""all (of a number)"", ""all (omnis)"", ""all (pl.)"", ""all (things)"", ""all (todos) "", ""all / even"", ""all*"", ""all--"", ""all; every"", ""alle"", ""every"", ""every, all"", ""everything"", ""we all""], ""chinese"": [""\u5168\u90e8"", ""\u5927\u5bb6"", ""\u6bcf\uff08\u6bcf\u4e2a\u4eba\uff0c\u6bcf\u5929\uff09"", ""\u90fd"", ""\u90fd (\u5927\u5bb6\u90fd\u6765)"", ""\u90fd*""], ""german"": [""alle"", ""alles""], ""russian"": [""\u0432\u0435\u0441\u044c"", ""\u0432\u0441\u0435"", ""\u0432\u0441\u0435 (omnis)"", ""\u0432\u0441\u0451""], ""spanish"": [""cada uno, todo"", ""todos""], ""portuguese"": [""cada, tudo"", ""todos"", ""todos / tudo""]}",50,228
984,WORK (LABOUR),"Productive activity, service, trade, or craft for which one is regularly paid.",984,"{""english"": [""labor (sb.); toil (sb.); work (sb."", ""labour"", ""the work"", ""work"", ""work (labour)"", ""work (n)"", ""work (n.)"", ""work (v)"", ""work / labor"", ""work-n""], ""chinese"": [""\u52b3\u52a8"", ""\u5de5""], ""german"": [""arbeit""], ""russian"": [""\u0440\u0430\u0431\u043e\u0442\u0430"", ""\u0442\u0440\u0443\u0434\u044a""], ""french"": [""travail"", ""travailler""], ""portuguese"": [""trabalhar""], ""spanish"": [""trabajar"", ""trabajo""]}",39,239
985,VINEGAR,A sour liquid formed by the fermentation of alcohol with acetic acid bacteria used as a condiment or preservative.,985,"{""chinese"": [""\u918b""], ""english"": [""vinegar""], ""french"": [""vinaigre""], ""russian"": [""\u0443\u043a\u0441\u0443\u0441""], ""spanish"": [""vinagre""]}",37,241
991,FRY,To cook in hot fat.,991,"{""english"": [""deep-fry"", ""deepfry"", ""fry"", ""fry (cold rice)"", ""fry (vt)"", ""fry, deep-fry"", ""shallow fry"", ""to fry"", ""to fry in fat/oil""], ""chinese"": [""\u7092"", ""\u7092\uff08\u83dc\uff09"", ""\u70b8"", ""\u70b8(\u7528\u6cb9\u70b8)"", ""\u70ed(~\u996d) ((\u7092)~)"", ""\u714e""], ""german"": [""braten""], ""russian"": [""\u0436\u0430\u0440\u0438\u0442\u044c""], ""spanish"": [""freir"", ""fre\u00edr""], ""french"": [""frire""]}",41,277
998,PUT,To set or place an object somewhere.,998,"{""english"": [""lay; place (vb.); put; set"", ""place, put"", ""put"", ""put (down)"", ""put (to)"", ""put / place"", ""put down"", ""put it (v)"", ""put sthg. somewhere"", ""put \u2014 place"", ""put, place"", ""put, place, set"", ""put, set"", ""put/place"", ""to put"", ""to put down"", ""to put, place"", ""to put, to place in/on""], ""chinese"": [""\u653e"", ""\u653e (\u4e0b) [\u653e\u7f6e]"", ""\u653e [b = fangzhi]"", ""\u653e(~\u7f6e)"", ""\u653e(\u4e0b)"", ""\u653e(\u4e0b)[\u653e\u7f6e]"", ""\u653e\u7f6e""], ""french"": [""mettre"", ""mettre, placer, poser""], ""portuguese"": [""p\u00f4r"", ""p\u00f4r / colocar""], ""russian"": [""\u0432\u043a\u043b\u0430\u0434\u044b\u0432\u0430\u0442\u044c (\u043d\u0430\u0437\u043d\u0430\u0447\u0430\u0442\u044c/\u043a\u043b\u0430\u0441\u0442\u044c)"", ""\u043a\u043b\u0430\u0441\u0442\u044c"", ""\u043f\u043e\u043b\u043e\u0436\u0438\u0442\u044c""], ""spanish"": [""meter"", ""poner""], ""german"": [""hinlegen"", ""hinstellen"", ""stellen""]}",48,285
1,CONTEMPTIBLE,Deserving of contempt or scorn.,1,"{""english"": [""contemptible""]}",11,50
1001,BLACKSMITH,A craftsman expert in iron and other metals work.,1001,"{""english"": [""blacksmith"", ""smith"", ""smith, blacksmith"", ""the blacksmith""], ""chinese"": [""\u94c1\u5320"", ""\u94c1\u5320/\u953b\u5de5""], ""french"": [""forgeron""], ""portuguese"": [""ferreiro""], ""russian"": [""\u043a\u0443\u0437\u043d\u0435\u0446""], ""spanish"": [""herrero""], ""german"": [""schmied""]}",37,204
1009,CHESTNUT TREE,"Any north temperate fagaceous tree of the genus Castanea, such as Castanea sativa, which produce flowers in long catkins and nuts in a prickly bur.",1009,"{""english"": [""buckeye""]}",7,53
1013,FRESHWATER EEL,"A snake-like edible fish, which lives in freshwater.",1013,"{""chinese"": [""\u9ec4\u9cdd""], ""english"": [""(freshwater) eel"", ""eel"", ""eel (anguilla anguilla)"", ""freshwater eel"", ""the freshwater eel""], ""french"": [""anguille"", ""anguille d'eau douce""], ""portuguese"": [""enguia""], ""russian"": [""\u043f\u0440\u0435\u0441\u043d\u043e\u0432\u043e\u0434\u043d\u044b\u0439 \u0443\u0433\u043e\u0440\u044c""], ""spanish"": [""anguila"", ""anguila de agua dulce""], ""german"": [""aal""]}",37,194
1016,DRIZZLE,"Fine, light rain.",1016,"{""english"": [""drizzle""], ""french"": [""bruine"", ""pluie fine, bruine""], ""chinese"": [""\u6bdb\u6bdb\u96e8""], ""russian"": [""\u043c\u043e\u0440\u043e\u0441\u044c""], ""spanish"": [""llovizna""], ""german"": [""feiner nebelregen""]}",29,154
1020,HANDKERCHIEF,"A piece of cloth, usually square and often fine and elegant, carried for wiping the face, nose or hands.",1020,"{""english"": [""handkerchief"", ""handkerchief (white)"", ""kerchief""], ""chinese"": [""\u5e15"", ""\u624b\u5e15""], ""spanish"": [""pa\u00f1uelo""]}",31,199
1025,WHISTLE,To make a sound or a melody by forcing the breath out between closed lips.,1025,"{""english"": [""to whistle"", ""whistle"", ""whistle (to)"", ""whistle (v)"", ""whistle (v.)"", ""whistle (vb.)"", ""whistling""], ""german"": [""fl\u00f6ten, pfeifen"", ""pfeifen"", ""pfeiffen""], ""russian"": [""\u0441\u0432\u0438\u0441\u0442\u0430\u0442\u044c"", ""\u0441\u0432\u0438\u0441\u0442\u0435\u0442\u044c""], ""chinese"": [""\u54e8"", ""\u54e8\u5b50"", ""\u701f\u701f""], ""french"": [""siffler"", ""sifler""], ""portuguese"": [""assobiar""], ""spanish"": [""silbar"", ""silbar, chiflar""]}",53,368
1027,BUG,"Any of the suborder Heteroptera, having piercing and sucking mouthparts, specialized as a beak. (Source: CED)",1027,"{""english"": [""bug"", ""insect,bug""], ""chinese"": [""\u866b""], ""german"": [""k\u00e4fer""]}",22,128
1040,HAIR,"The hair on humans, usually on the head but also including the hair on the body.",1040,"{""english"": [""(his) hair"", ""(its) hair"", ""(single) hair"", ""*hair"", ""*hair (body)"", ""hair"", ""hair "", ""hair (human)"", ""hair (my)"", ""hair (plur.)"", ""hair, (fur)"", ""hair-"", ""hair2, (fur)"", ""the hair"", ""the hair (of the head)""], ""german"": [""haar""], ""russian"": [""\u0432\u043e\u043b\u043e\u0441"", ""\u0432\u043e\u043b\u043e\u0441\u044a"", ""\u0432\u043e\u043b\u043e\u0441\u044b""], ""chinese"": [""\u6bdb""], ""spanish"": [""cabello"", ""pelo""], ""french"": [""cheveu(x), poil(s)"", ""cheveux""], ""portuguese"": [""cabelo""]}",48,257
1049,MOLAR TOOTH,A tooth located in the back of the mouth used for crushing and grinding food.,1049,"{""english"": [""molar"", ""molar tooth"", ""molar/tooth"", ""molartooth"", ""the molar tooth""], ""french"": [""molaire""], ""portuguese"": [""molar""], ""russian"": [""\u043a\u043e\u0440\u0435\u043d\u043d\u043e\u0439 \u0437\u0443\u0431""], ""spanish"": [""molar, muela"", ""muela""], ""chinese"": [""\u540e\u7259""], ""german"": [""backz\u00e4hne"", ""mahlz\u00e4hne""]}",24,157
105,MATTRESS,A pad on which a person can recline and sleep.,105,"{""english"": [""mattress"", ""sleeping mat"", ""the mattress""]}",21,110
1052,LIGHT (WEIGHT),"With a small mass, little weight or density; the opposite of heavy.",1052,"{""english"": [""(be) light (not heavy)"", ""light"", ""light (adj., of weight)"", ""light (in weight)"", ""light (not heavy)"", ""light (of weight)"", ""light (weight)"", ""light (wgt)"", ""light (~weight)"", ""light in weight"", ""light weight"", ""light(1)"", ""light2 (in weight)"", ""lightweight""], ""chinese"": [""(\u91cd\u91cf)\u8f7b"", ""\u8f15"", ""\u8f7b""], ""french"": [""(\u00eatre) l\u00e9ger"", ""est l\u00e9ger"", ""leger"", ""l\u00e9ger""], ""german"": [""leicht""], ""russian"": [""legkij"", ""\u043b\u0435\u0433\u043a\u0438\u0439"", ""\u043b\u0435\u0433\u043e\u043a\u044a""], ""portuguese"": [""leve""], ""spanish"": [""liviano, ligero"", ""liviano, ligero (que pesa poco)""]}",40,241
1054,SMALLPOX,A highly contagious viral disease characterized by fever and weakness and skin eruption with pustules that form scabs that slough off leaving scars.,1054,"{""english"": [""measle, smallpox, pocks; skin eruption; decorative embroidery"", ""small-pox"", ""smallpox""], ""chinese"": [""\u5929\u82b1""], ""german"": [""blattern""]}",26,146
1058,STEPDAUGHTER,The daughter of one's spouse and his or her previous partner.,1058,"{""english"": [""stepdaughter"", ""the stepdaughter""], ""french"": [""belle-fille""], ""portuguese"": [""enteada""], ""russian"": [""\u043f\u0430\u0434\u0447\u0435\u0440\u0438\u0446\u0430""], ""spanish"": [""hijastra""]}",18,133
1059,STEPSON,The son of one's spouse and his or her previous partner.,1059,"{""english"": [""stepson"", ""the stepson""], ""french"": [""beau-fils""], ""portuguese"": [""enteado""], ""russian"": [""\u043f\u0430\u0441\u044b\u043d\u043e\u043a""], ""spanish"": [""hijastro""]}",22,143
106,SATIATED,Having eaten enough.,106,"{""english"": [""(be) sated"", ""be satiated"", ""bellyfull"", ""eaten one's fill,"", ""full / satiated"", ""full, satiated"", ""have eaten one's fill"", ""overeat"", ""sated"", ""sated by food"", ""satiated"", ""satiated, full""], ""chinese"": [""\u9971""], ""french"": [""(\u00eatre) rassasi\u00e9""], ""german"": [""satt"", ""satt sein""], ""russian"": [""\u0441\u044b\u0442\u044b\u0439""]}",14,75
107,OMEN,A sign that is supposed to reveal whether the future will be favourable or not.,107,"{""english"": [""omen"", ""omen, portent"", ""the omen""], ""french"": [""augure, presage"", ""pr\u00e9sage, augure""], ""portuguese"": [""agouro, press\u00e1gio""], ""russian"": [""\u0437\u043d\u0430\u043c\u0435\u043d\u0438\u0435""], ""spanish"": [""ag\u00fcero, presagio""], ""chinese"": [""\u5146\u5934""]}",30,193
1074,FISHHOOK,A metal hook for catching fish.,1074,"{""english"": [""fish hook"", ""fish hook "", ""fish-hook"", ""fishhook"", ""fishing hook"", ""the fishhook""], ""french"": [""hame\u00e7on""], ""portuguese"": [""anzol""], ""russian"": [""\u0440\u044b\u0431\u043e\u043b\u043e\u0432\u043d\u044b\u0439 \u043a\u0440\u044e\u0447\u043e\u043a""], ""spanish"": [""anzuelo""], ""german"": [""angel"", ""angelhaken""]}",29,164
1078,MAIN,The most important element.,1078,"{""english"": [""main""], ""russian"": [""glavnyj""]}",23,151
108,RUDDER,"An underwater vane used to steer a vessel. The rudder is controlled by means of a wheel, tiller or other apparatus.",108,"{""english"": [""oar"", ""rudder"", ""rudder (of a boat)"", ""the rudder""], ""french"": [""gouvernail""], ""portuguese"": [""leme""], ""russian"": [""\u0440\u0443\u043b\u044c""], ""spanish"": [""tim\u00f3n""], ""german"": [""ruder""]}",34,188
1080,VULGAR,"Rude and likely to offend, using allusions on the sexual level.",1080,"{""english"": [""vulgar""], ""chinese"": [""\u7c97\u4fd7""]}",24,134
109,FOREIGN,Not belonging to that in which it is contained; introduced from an outside source.,109,"{""english"": [""foreign"", ""strange, foreign""], ""german"": [""ausl\u00e4ndisch"", ""fremd""], ""russian"": [""\u010du\u017eoj"", ""\u0447\u0443\u0436\u043e\u0439""]}",29,171
11,DARKNESS,Absence of light.,11,"{""english"": [""darkness"", ""the darkness""], ""french"": [""obscurit\u00e9"", ""obscurit\u00e9, t\u00e9n\u00e8bres""], ""portuguese"": [""escurid\u00e3o""], ""russian"": [""\u0442\u0435\u043c\u043d\u043e\u0442\u0430, \u0442\u044c\u043c\u0430, \u043c\u0440\u0430\u043a""], ""spanish"": [""oscuridad, tinieblas""], ""german"": [""dunkelheit""]}",35,200
1101,SUFFER,"To physically feel a damage, a pain, a disease or a punishment.",1101,"{""english"": [""suffer"", ""to suffer""], ""french"": [""souffrir""], ""german"": [""leiden, dulden""]}",24,149
111,DRUMMING,To produce sound with a drum.,111,"{""english"": [""drumming"", ""drums"", ""hand drum"", ""hit (drum)""], ""german"": [""trommeln""]}",8,55
1123,PREGNANT,Carrying developing offspring within the body.,1123,"{""chinese"": [""\u6000\u5b55"", ""\u6000\u5b55 ((\u6307\u4eba))""], ""english"": [""(be) pregnant"", ""be pregnant"", ""carry (child)"", ""pregnant"", ""pregnant, be (person) (note:+person)""], ""french"": [""(\u00eatre) enceinte, en grossesse"", ""enceinte""], ""portuguese"": [""gr\u00e1vida (mulher), prenhe (f\u00eamea)""], ""russian"": [""\u0431\u0435\u0440\u0435\u043c\u0435\u043d\u043d\u0430\u044f""], ""spanish"": [""embarazada (mujer), pre\u00f1ada (hembra)""], ""german"": [""schwanger""]}",33,209
1127,SEND,"To make something (an object, a message) go from one place to another.",1127,"{""english"": [""send"", ""send (a letter)"", ""send (him)"", ""send (someone to do something)"", ""send (something to someone)"", ""send (v)"", ""to send""], ""chinese"": [""\u53d1\u9001"", ""\u5bc4(~\u4fe1)""], ""german"": [""schicken"", ""schicken, senden""], ""russian"": [""\u043f\u043e\u0441\u044b\u043b\u0430\u0442\u044c"", ""\u043f\u043e\u0441\u044b\u043b\u0430\u0442\u044c (\u043e\u0442\u043f\u0440\u0430\u0432\u0438\u0442\u044c)""], ""french"": [""envoyer"", ""envoyer (qqch \u00e0 qqn)"", ""envoyer en commission""], ""portuguese"": [""enviar"", ""enviar, mandar""], ""spanish"": [""enviar"", ""enviar, mandar""]}",35,211
1138,FAIRY,"One of a class of female supernatural beings, generally conceived as having a diminutive human form and possessing magical powers.",1138,"{""french"": [""f\u00e9e ""], ""spanish"": [""hada""], ""english"": [""fairy"", ""fairy or elf"", ""fairy, elf""], ""german"": [""fee""], ""chinese"": [""\u4ed9\u4eba""]}",25,167
1139,LEOPARD,"A large wild cat with a spotted coat, Panthera pardus, indigenous to Africa and Asia.",1139,"{""english"": [""leopard"", ""leopard / panther"", ""leopard: \u00abpanther\u00bb"", ""leopard; panther"", ""small tiger, leopard""], ""chinese"": [""\u8c79"", ""\u8c79\u5b50""], ""french"": [""l\u00e9opard"", ""l\u00e9opard: \u00abpanth\u00e8re\u00bb"", ""panth\u00e8re""], ""spanish"": [""leopardo"", ""pantera""], ""german"": [""leopard"", ""leopard: panther""], ""russian"": [""\u043b\u0435\u043e\u043f\u0430\u0440\u0434""]}",37,207
114,PORPOISE,"A short-snouted genus of the dolphin family, 1.2 to 2.5 metres (4 to 8 feet) long, gregarious in habits, yielding an oil and leather.",114,"{""english"": [""porpoise""]}",10,40
