ID,Dataset_ID,Language_ID,Name,Note,Other,Source,Category,Structure,Rating,Tag,Datatype,valueUrl
Vergallito-2020-1121-PERCEPTUAL_DOMINANT,Vergallito-2020-1121,ita,,"Perceptual modality through which the concept is experienced most strongly (i.e., with highest perceptual strength rating).",dominant perceptual strength,,ratings,linguistic,user,sensory modality,"{""base"": ""string"", ""format"": ""a|g|h|o|v""}",
Vergallito-2020-1121-PERCEPTUAL_STRENGTH_MAX,Vergallito-2020-1121,ita,,"Perceptual strength in the dominant modality (i.e., highest strength rating across six perceptual modalities).",maximum perceptual strength,,ratings,numeric,user,sensory modality,"""float""",
Vergallito-2020-1121-PERCEPTUAL_STRENGTH_MIN,Vergallito-2020-1121,ita,,"Perceptual strength in the dominant modality (i.e., lowest strength rating across six perceptual modalities).",minimum perceptual strength,,ratings,numeric,user,sensory modality,"""float""",
Vergallito-2020-1121-PERCEPTUAL_STRENGTH_MEAN,Vergallito-2020-1121,ita,,This is the mean Pperceptual strength in the dominant modality., perceptual strength,,ratings,mean,user,sensory modality,"""float""",
Vergallito-2020-1121-VECTOR_MAGNITUDE,Vergallito-2020-1121,ita,,"This is the length of the vector, including the scores for the five perceptual modalities.", vector,,ratings,magnitude,user,sensory modality,"""float""",
Blomberg-2020-160-SEMANTIC_CATEGORY,Blomberg-2020-160,swe,,"The semantic category of the word (categories: specific, general, emotional, abstract).",,,relations,linguistic,,semantic field,"{""base"": ""string"", ""format"": ""abstract|emotional|general|specific""}",
Medler-2005-Perceptual-ENGLISH_SOUND_MEAN,Medler-2005-Perceptual,eng,,This is the mean rating in the sound modality on a scale from 0 (NO sound associated) to 6 (DOES VERY MUCH have sound associated).,sound,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""6""}",
Medler-2005-Perceptual-ENGLISH_COLOR_MEAN,Medler-2005-Perceptual,eng,,This is the mean rating in the color modality on a scale from 0 (NO color associated) to 6 (DOES VERY MUCH have color associated).,color,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""6""}",
Medler-2005-Perceptual-ENGLISH_MANIPULATION_MEAN,Medler-2005-Perceptual,eng,,This is the mean rating in the manipulation modality on a scale from 0 (NO manipulation associated) to 6 (DOES VERY MUCH have manipulation associated).,manipulability,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""6""}",
Medler-2005-Perceptual-ENGLISH_MOTION_MEAN,Medler-2005-Perceptual,eng,,This is the mean rating in the motion modality on a scale from 0 (NO motion associated) to 6 (DOES VERY MUCH have motion associated).,motion,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""6""}",
Medler-2005-Perceptual-ENGLISH_EMOTION_MEAN,Medler-2005-Perceptual,eng,,This is the mean rating in the emotion modality on a scale from -6 (VERY STRONG NEGATIVE emotion associated) to 6 (VERY STRONG POSITIVE emotion associated).,emotion association,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""-6"", ""maximum"": ""6""}",
Gilhooly-1980-Ratings-ENGLISH_IMAGEABILITY_MEAN,Gilhooly-1980-Ratings,eng,,Mean value of imageability ratings based on a 7-point scale.,,,ratings,mean,user,imageability,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Gilhooly-1980-Ratings-ENGLISH_AOA_MEAN,Gilhooly-1980-Ratings,eng,,Mean value of age-of-acquisition ratings based on a 7-point scale.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Gilhooly-1980-Ratings-ENGLISH_FAMILIARITY_MEAN,Gilhooly-1980-Ratings,eng,,Mean value of familiarity ratings based on a 7-point scale.,,,ratings,mean,user,familiarity,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Gilhooly-1980-Ratings-ENGLISH_CONCRETENESS_MEAN,Gilhooly-1980-Ratings,eng,,Mean value of concreteness ratings based on a 7-point scale.,,,ratings,mean,user,concreteness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Gilhooly-1980-Ratings-ENGLISH_MEANING_UNCERTAINTY,Gilhooly-1980-Ratings,eng,,An information theory measure of the average uncertainty of which meaning would be dominant was derived from the response data for each word. This measure of meaning uncertainty (U) provides a numerical index of degree of ambiguity.,degree,,ratings,numeric,user,ambiguity,"""float""",
Gilhooly-1980-Ratings-ENGLISH_FREQUENCY,Gilhooly-1980-Ratings,eng,,"Frequencies of English words based on the Thorndike–Lorge list of 30,000 words ([Thorndike and Lorge 1944](sources.bib#cldf:Thorndike1944)).",,Thorndike1944,ratings,tokens,corpus,frequency,"{""base"": ""nonNegativeInteger"", ""maximum"": ""30000""}",
Scheible-2014-1755-SCORED_RELATIONS,Scheible-2014-1755,deu,,"The targeted relation between a word pair: antonym (ANT), hyponym (HYP), synonym (SYN), scored as the mean of similarity judgments on a 5-point scale.",,,relations,linguistic,users,semantic class,"{""base"": ""json"", ""format"": ""{\""type\"":\""object\"",\""patternProperties\"":{\"".+\"": {\""type\"": \""object\"", \""required\"":[\""ANT\"",\""HYP\"",\""SYN\""],\""properties\"": {\""ANT\"": {\""type\"": \""number\""},\""HYP\"": {\""type\"": \""number\""}, \""SYN\"": {\""type\"": \""number\""}}}}}""}",
Lapesa-2014-772-SCORED_RELATIONS,Lapesa-2014-772,eng,,Scored polysemy relations.,degree,,relations,object,users,polysemy,"{""base"": ""json"", ""format"": ""{\""type\"": \""object\"", \""patternProperties\"": {\"".+\"": {\""type\"": \""object\"", \""required\"": [\""RELATION_TYPE\"", \""FORWARD_SCORE\"", \""BACKWARD_SCORE\"", \""POLYSEMY_CLASS\"", \""FREQUENCY_CLASS\"", \""DEGREE_CLASS\""], \""properties\"": {\""RELATION_TYPE\"": {\""type\"": \""string\"", \""enum\"": [\""ANT\"", \""HYP\"", \""SYN\""], \""description\"": \""The targeted relation between a word pair: antonym (ANT), hyponym (HYP), synonym (SYN).\""}, \""FORWARD_SCORE\"": {\""type\"": \""number\"", \""minimum\"": 0, \""maximum\"": 5, \""description\"": \""The mean of similarity judgments to word pairs on a 5-point scale (forward calculation).\""}, \""BACKWARD_SCORE\"": {\""type\"": \""number\"", \""minimum\"": 0, \""maximum\"": 5, \""description\"": \""The mean of similarity judgments to word pairs on a 5-point scale (backward calculation).\""}, \""POLYSEMY_CLASS\"": {\""type\"": \""string\"", \""enum\"": [\""poli1\"", \""poli2\"", \""poli3\""], \""description\"": \""The degree of polysemy (1-3).\""}, \""FREQUENCY_CLASS\"": {\""type\"": \""string\"", \""enum\"": [\""freqMin\"", \""freqMed\"", \""freqMax\""], \""description\"": \""The degree of frequency.\""}, \""DEGREE_CLASS\"": {\""type\"": \""string\"", \""enum\"": [\""NOT\"", \""HIGH\"", \""LOW\""]}}}}}""}",
Zalizniak-2020-2590-RANK,Zalizniak-2020-2590,eng,,The ranks provided in the Database of Semantic Shifts that classifies semantic shifts attested in the languages of the world.,rank,,relations,ordinality,concept lists,stability,"{""base"": ""positiveInteger"", ""minimum"": ""1"", ""maximum"": ""2590""}",
Carling-2019-99-LOAN,Carling-2019-99,eng,,"The value is based on an analysis of borrowing frequencies, assessed by means of a manual tagging of those words that were found to be borrowings in the database and indicates the the percentage of the concept being borrowed.",,,relations,percentage,concept lists,borrowing,"{""base"": ""float"", ""minimum"": ""0.0"", ""maximum"": ""100.0""}",
Carling-2019-99-NO_LOAN,Carling-2019-99,eng,,"The value is based on an analysis of borrowing frequencies, assessed by means of a manual tagging of those words that were found to be borrowings in the database and indicates the percentage of the concept being not borrowed.",non-loan,,relations,percentage,concept lists,borrowing,"{""base"": ""float"", ""minimum"": ""0.0"", ""maximum"": ""100.0""}",
Carling-2019-99-RANK,Carling-2019-99,eng,,The data in the list are ranked from the highest to the lowest degree of borrowability.,rank,,relations,ordinality,concept lists,stability,"{""base"": ""positiveInteger"", ""minimum"": ""1"", ""maximum"": ""99""}",
Pozdniakov-2014-100b-RANK,Pozdniakov-2014-100b,eng,,The data for the Atlantic languages are ranked from the highest to the lowest degree of borrowability.,rank,,relations,ordinality,concept lists,stability,"{""base"": ""positiveInteger"", ""minimum"": ""1"", ""maximum"": ""100""}",
Pozdniakov-2014-100b-STABILITY_SCORE,Pozdniakov-2014-100b,eng,,The stability score for a given concept in Atlantic languages.,score,,relations,numeric,concept lists,stability,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Wu-2020-150-RANK,Wu-2020-150,eng,,The relative coverage of each the 150 target concepts across 1895 bilingual dictionaries.,,,relations,numeric,dictionaries,frequency,"{""base"": ""positiveInteger"", ""minimum"": ""1"", ""maximum"": ""150""}",
Thomas-1960-168-RANK,Thomas-1960-168,eng,,The stability ranks for four Mon-Khmer languages.,rank,,relations,ordinality,concept lists,stability,"{""base"": ""positiveInteger"", ""minimum"": ""1"", ""maximum"": ""168""}",
Thomas-1960-168-STABILITY_SCORE,Thomas-1960-168,eng,,The stability score for a given concept in four Mon-Khmer languages.,score,,relations,numeric,concept lists,stability,"{""base"": ""nonNegativeInteger"", ""maximum"": ""100""}",
Dyen-1964-196-RANK,Dyen-1964-196,eng,,"The concepts were ranked by comparing the amount of cognate pairs found in 89 Malayo-Polynesian languages, with items of low ranks representing items which have a high amount of cognate pairs when comparing all languages in a pairwise fashion.",rank,,relations,ordinality,concept lists,stability,"{""base"": ""nonNegativeInteger"", ""minimum"": ""1"", ""maximum"": ""196""}",
Dyen-1964-154-RANK,Dyen-1964-154,eng,,"The concepts were ranked by comparing the amount of cognate pairs found in 39 Indo-European languages, with items of low ranks representing items which have a high amount of cognate pairs when comparing all languages in a pairwise fashion.",rank,,relations,ordinality,concept lists,stability,"{""base"": ""positiveInteger"", ""minimum"": ""1"", ""maximum"": ""154""}",
Tadmor-2009-100-RANK,Tadmor-2009-100,eng,,This value indicates the stability of a word and its resistance to borrowing across languages.,rank,,relations,numeric,concept lists,stability,"{""base"": ""positiveInteger"", ""minimum"": ""1"", ""maximum"": ""100""}",
Tadmor-2009-100-BORROWED_SCORE,Tadmor-2009-100,eng,,This gives the average borrowed score of all words corresponding to this meaning.,,,relations,percentage,concept lists,borrowing,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Tadmor-2009-100-AGE_SCORE,Tadmor-2009-100,eng,,This gives the average age score of all words corresponding to this meaning.,,,relations,numeric,concept lists,age,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Starostin-2007-110-RANK,Starostin-2007-110,rus,,This value indicates the stability of a word and its resistance to borrowing across languages.,rank,,relations,ordinality,concept lists,stability,"{""base"": ""positiveInteger"", ""minimum"": ""1"", ""maximum"": ""110""}",
Swadesh-1955-215-STABILITY_SCORE,Swadesh-1955-215,eng,,The stability percentages for a given concept in the languages of the world.,score,,relations,numeric,concept lists,stability,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""100""}",
Swadesh-1955-215-RANK,Swadesh-1955-215,eng,,This value indicates the stability rank of a word and its resistance to borrowing across languages.,rank,,relations,ordinality,concept lists,stability,"{""base"": ""positiveInteger"", ""minimum"": ""1"", ""maximum"": ""215""}",
Vejdemo-2016-167-RANK,Vejdemo-2016-167,eng,,This value indicates the stability rank of a word and its resistance to borrowing across languages.,rank,,relations,ordinality,corpus,stability,"{""base"": ""positiveInteger"", ""minimum"": ""1"", ""maximum"": ""167""}",
Vejdemo-2016-167-RATE,Vejdemo-2016-167,eng,,"The rate of lexical replacement for the specified concepts in English, Danish, Dutch, German and Swedish, according to word class, frequency, age of acquisition, synonyms, arousal, imageability and average mutual information either from published databases or from corpora and lexica.",score,,relations,numeric,corpus,stability,"""float""",
Vulic-2020-2244-ENGLISH_SIMILARITY,Vulic-2020-2244,eng,,The similarity to other words in the language rated on a scale from 0-6.,,,relations,mean,users,similarity,"{""base"": ""json"", ""format"": ""{\""type\"":\""object\"",\""patternProperties\"":{\"".+\"": {\""type\"": \""object\"", \""required\"":[\""Score\"",\""Concepticon_ID\""],\""properties\"":{\""Score\"":{\""type\"":\""number\""},\""Concepticon_ID\"":\""oneOf\"":[{\""type\"":\""number\""},{\""type\"":\""null\""}]}}}}""}",
Vulic-2020-2244-ARABIC_SIMILARITY,Vulic-2020-2244,ara,,The similarity to other words in the language rated on a scale from 0-6.,,,relations,mean,users,similarity,"{""base"": ""json"", ""format"": ""{\""type\"":\""object\"",\""patternProperties\"":{\"".+\"": {\""type\"": \""object\"", \""required\"":[\""Score\"",\""Concepticon_ID\""],\""properties\"":{\""Score\"":{\""type\"":\""number\""},\""Concepticon_ID\"":\""oneOf\"":[{\""type\"":\""number\""},{\""type\"":\""null\""}]}}}}""}",
Vulic-2020-2244-CHINESE_SIMILARITY,Vulic-2020-2244,zho,,The similarity to other words in the language rated on a scale from 0-6.,,,relations,mean,users,similarity,"{""base"": ""json"", ""format"": ""{\""type\"":\""object\"",\""patternProperties\"":{\"".+\"": {\""type\"": \""object\"", \""required\"":[\""Score\"",\""Concepticon_ID\""],\""properties\"":{\""Score\"":{\""type\"":\""number\""},\""Concepticon_ID\"":\""oneOf\"":[{\""type\"":\""number\""},{\""type\"":\""null\""}]}}}}""}",
Vulic-2020-2244-WELSH_SIMILARITY,Vulic-2020-2244,cym,,The similarity to other words in the language rated on a scale from 0-6.,,,relations,mean,users,similarity,"{""base"": ""json"", ""format"": ""{\""type\"":\""object\"",\""patternProperties\"":{\"".+\"": {\""type\"": \""object\"", \""required\"":[\""Score\"",\""Concepticon_ID\""],\""properties\"":{\""Score\"":{\""type\"":\""number\""},\""Concepticon_ID\"":\""oneOf\"":[{\""type\"":\""number\""},{\""type\"":\""null\""}]}}}}""}",
Vulic-2020-2244-ESTONIAN_SIMILARITY,Vulic-2020-2244,est,,The similarity to other words in the language rated on a scale from 0-6.,,,relations,mean,users,similarity,"{""base"": ""json"", ""format"": ""{\""type\"":\""object\"",\""patternProperties\"":{\"".+\"": {\""type\"": \""object\"", \""required\"":[\""Score\"",\""Concepticon_ID\""],\""properties\"":{\""Score\"":{\""type\"":\""number\""},\""Concepticon_ID\"":\""oneOf\"":[{\""type\"":\""number\""},{\""type\"":\""null\""}]}}}}""}",
Vulic-2020-2244-FINNISH_SIMILARITY,Vulic-2020-2244,fin,,The similarity to other words in the language rated on a scale from 0-6.,,,relations,mean,users,similarity,"{""base"": ""json"", ""format"": ""{\""type\"":\""object\"",\""patternProperties\"":{\"".+\"": {\""type\"": \""object\"", \""required\"":[\""Score\"",\""Concepticon_ID\""],\""properties\"":{\""Score\"":{\""type\"":\""number\""},\""Concepticon_ID\"":\""oneOf\"":[{\""type\"":\""number\""},{\""type\"":\""null\""}]}}}}""}",
Vulic-2020-2244-FRENCH_SIMILARITY,Vulic-2020-2244,fra,,The similarity to other words in the language rated on a scale from 0-6.,,,relations,mean,users,similarity,"{""base"": ""json"", ""format"": ""{\""type\"":\""object\"",\""patternProperties\"":{\"".+\"": {\""type\"": \""object\"", \""required\"":[\""Score\"",\""Concepticon_ID\""],\""properties\"":{\""Score\"":{\""type\"":\""number\""},\""Concepticon_ID\"":\""oneOf\"":[{\""type\"":\""number\""},{\""type\"":\""null\""}]}}}}""}",
Vulic-2020-2244-HEBREW_SIMILARITY,Vulic-2020-2244,heb,,The similarity to other words in the language rated on a scale from 0-6.,,,relations,mean,users,similarity,"{""base"": ""json"", ""format"": ""{\""type\"":\""object\"",\""patternProperties\"":{\"".+\"": {\""type\"": \""object\"", \""required\"":[\""Score\"",\""Concepticon_ID\""],\""properties\"":{\""Score\"":{\""type\"":\""number\""},\""Concepticon_ID\"":\""oneOf\"":[{\""type\"":\""number\""},{\""type\"":\""null\""}]}}}}""}",
Vulic-2020-2244-POLISH_SIMILARITY,Vulic-2020-2244,pol,,The similarity to other words in the language rated on a scale from 0-6.,,,relations,mean,users,similarity,"{""base"": ""json"", ""format"": ""{\""type\"":\""object\"",\""patternProperties\"":{\"".+\"": {\""type\"": \""object\"", \""required\"":[\""Score\"",\""Concepticon_ID\""],\""properties\"":{\""Score\"":{\""type\"":\""number\""},\""Concepticon_ID\"":\""oneOf\"":[{\""type\"":\""number\""},{\""type\"":\""null\""}]}}}}""}",
